,W10_b,W11_4,W11_1,W12_a,W13,W14_2,W7,W6_a,W5_a,G1_1,W2_1_b,W5_b,W6_b,W3_1_b,G3,G1_3,G1_2,W1_1,W2_1_a,W3_1_a,W1_2_b,W2_2_a,W2_2_b,W2_2_c,W3_2_a,W3_2_b,W3_2_c,W4_2_a,W4_2_b,W10_a,W9,W14_1,W15,G4_a,G2,W4_1_a,W12_b,G4_b,W11_3,W11_2,W1_2_a,W4_1_b,W8
2018-01-01 10:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11600.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13433.333,61000.000,0.000,0.000,0.000,0.000,0.000,16266.667,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 11:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26866.667,0.000,55000.000,0.000,13333.333,35533.333,58000.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28466.667,0.000,0.000,0.000,0.000,0.000,0.000,97466.667,0.000,0.000,0.000,0.000,0.000
2018-01-01 12:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52000.000,0.000,60500.000,0.000,25000.000,52000.000,31900.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-01 13:00:00,12983.333,0.000,0.000,0.000,0.000,0.000,0.000,16466.667,0.000,0.000,0.000,6666.667,11266.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35550.000,39483.333,0.000,0.000,0.000,0.000,0.000,0.000,84600.000
2018-01-01 14:00:00,41000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67900.000,0.000,0.000,9000.000,0.000,1750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96666.667,0.000,77683.333,56650.000,0.000,0.000,0.000,0.000,0.000,0.000,10800.000
2018-01-01 15:00:00,41000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27483.333,0.000,0.000,9000.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3333.333,0.000,0.000,0.000,0.000,56666.667,0.000,0.000,0.000,0.000,0.000
2018-01-01 16:00:00,2733.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51333.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,15000.000,2850.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38533.333,0.000,0.000,0.000,0.000,0.000
2018-01-01 17:00:00,0.000,0.000,0.000,0.000,0.000,0.000,1150.000,0.000,18600.000,53166.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3000.000,0.000,15000.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13750.000,0.000,0.000,0.000
2018-01-01 18:00:00,0.000,0.000,26250.000,0.000,0.000,0.000,69000.000,0.000,62000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34000.000,0.000,0.000,15000.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75000.000,0.000,78300.000,0.000
2018-01-01 19:00:00,0.000,0.000,75000.000,47783.333,25650.000,0.000,40250.000,0.000,35133.333,0.000,24583.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19666.667,60000.000,0.000,0.000,15000.000,9000.000,0.000,0.000,0.000,0.000,0.000,23766.667,0.000,63000.000,41666.667,0.000,0.000,0.000,21350.000,0.000,5250.000,12500.000,0.000,24300.000,34200.000
2018-01-01 20:00:00,0.000,18000.000,21250.000,61000.000,57000.000,37400.000,0.000,0.000,0.000,0.000,59000.000,0.000,3466.667,35766.667,0.000,0.000,0.000,77600.000,59000.000,56000.000,0.000,0.000,15000.000,9000.000,0.000,3900.000,0.000,14250.000,0.000,62000.000,42700.000,63000.000,100000.000,0.000,0.000,103000.000,61000.000,0.000,45000.000,0.000,0.000,0.000,108000.000
2018-01-01 21:00:00,0.000,45000.000,0.000,43716.667,57000.000,51000.000,0.000,25133.333,0.000,0.000,59000.000,0.000,52000.000,58000.000,0.000,0.000,0.000,64666.667,56050.000,0.000,0.000,0.000,15000.000,9000.000,0.000,9000.000,0.000,15000.000,0.000,57866.667,61000.000,25200.000,51666.667,0.000,0.000,54933.333,54900.000,0.000,45000.000,0.000,0.000,0.000,12600.000
2018-01-01 22:00:00,0.000,42000.000,0.000,0.000,950.000,34850.000,0.000,52000.000,0.000,23833.333,0.000,0.000,38133.333,17400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8550.000,8750.000,9000.000,0.000,9000.000,0.000,15000.000,0.000,0.000,18300.000,0.000,0.000,0.000,6583.333,0.000,0.000,0.000,39000.000,18750.000,0.000,54000.000,0.000
2018-01-01 23:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14733.333,0.000,73333.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,1800.000,0.000,9000.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,79000.000,0.000,0.000,0.000,0.000,73750.000,0.000,37800.000,0.000
2018-01-02 00:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,9000.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,6583.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 01:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,9000.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 02:00:00,0.000,0.000,0.000,0.000,0.000,0.000,19550.000,0.000,62000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,2100.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 03:00:00,0.000,0.000,0.000,0.000,0.000,0.000,69000.000,0.000,1033.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2400.000,0.000,0.000,0.000,0.000,0.000,2000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68000.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 04:00:00,0.000,0.000,0.000,0.000,0.000,0.000,3450.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20400.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 05:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 06:00:00,36900.000,0.000,60000.000,0.000,0.000,0.000,0.000,0.000,0.000,47666.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50116.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7200.000,0.000,0.000,0.000,0.000,7350.000,76666.667,0.000,0.000,49783.333,0.000,0.000,0.000,7500.000,6250.000,9450.000,86400.000
2018-01-02 07:00:00,41000.000,0.000,75000.000,59983.333,15200.000,0.000,0.000,0.000,7233.333,97166.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97000.000,44250.000,53000.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,21700.000,35583.333,63000.000,91666.667,0.000,0.000,89266.667,43716.667,0.000,0.000,75000.000,15000.000,81000.000,61200.000
2018-01-02 08:00:00,41000.000,0.000,0.000,46766.667,57000.000,0.000,25300.000,0.000,62000.000,0.000,43266.667,0.000,0.000,38666.667,0.000,0.000,0.000,0.000,59000.000,59000.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,62000.000,61000.000,44100.000,0.000,0.000,0.000,0.000,61000.000,0.000,0.000,32500.000,15000.000,21600.000,0.000
2018-01-02 09:00:00,8200.000,0.000,0.000,0.000,31350.000,32300.000,69000.000,22533.333,40300.000,0.000,54083.333,0.000,5200.000,58000.000,0.000,0.000,0.000,0.000,1966.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,18600.000,7116.667,0.000,0.000,0.000,0.000,0.000,1016.667,0.000,28500.000,0.000,15000.000,0.000,0.000
2018-01-02 10:00:00,0.000,9000.000,0.000,0.000,0.000,51000.000,4600.000,52000.000,0.000,51333.333,0.000,0.000,52000.000,2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52666.667,0.000,0.000,0.000,45000.000,0.000,15000.000,0.000,0.000
2018-01-02 11:00:00,0.000,45000.000,0.000,0.000,0.000,16150.000,0.000,29466.667,0.000,66000.000,0.000,7083.333,44200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56616.667,0.000,0.000,61200.000,30750.000,0.000,15000.000,0.000,0.000
2018-01-02 12:00:00,0.000,45000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38533.333,0.000,0.000,15000.000,0.000,10800.000
2018-01-02 13:00:00,0.000,750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12916.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38333.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,84600.000
2018-01-02 14:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37183.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60000.000,0.000,0.000,8583.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 15:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100833.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59816.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55300.000,87550.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-02 16:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53983.333,0.000,0.000,97466.667,0.000,0.000,0.000,0.000,0.000
2018-01-02 17:00:00,0.000,0.000,41250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51250.000,0.000,56700.000,0.000
2018-01-02 18:00:00,0.000,0.000,61250.000,0.000,0.000,0.000,0.000,0.000,43400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52500.000,0.000,45900.000,0.000
2018-01-02 19:00:00,0.000,0.000,0.000,50833.333,0.000,0.000,46000.000,0.000,62000.000,0.000,0.000,0.000,0.000,4833.333,0.000,0.000,0.000,0.000,26550.000,19000.000,2700.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,48566.667,44733.333,43050.000,41666.667,0.000,0.000,0.000,34566.667,0.000,0.000,0.000,0.000,0.000,70200.000
2018-01-02 20:00:00,6150.000,0.000,0.000,61000.000,51300.000,25500.000,69000.000,19933.333,62000.000,91666.667,57033.333,0.000,16466.667,58000.000,0.000,0.000,0.000,90533.333,59000.000,60000.000,9000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,62000.000,61000.000,63000.000,100000.000,0.000,0.000,89266.667,61000.000,0.000,22500.000,0.000,0.000,0.000,68400.000
2018-01-02 21:00:00,41000.000,0.000,0.000,40666.667,57000.000,51000.000,33350.000,52000.000,6200.000,3666.667,59000.000,0.000,52000.000,58000.000,0.000,0.000,0.000,63050.000,51133.333,56000.000,9000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,40300.000,45750.000,43050.000,41666.667,0.000,0.000,54933.333,58966.667,0.000,45000.000,47500.000,0.000,35100.000,0.000
2018-01-02 22:00:00,41000.000,0.000,28750.000,0.000,19000.000,34000.000,0.000,34666.667,0.000,0.000,11800.000,0.000,39000.000,12566.667,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45000.000,45000.000,0.000,56700.000,0.000
2018-01-02 23:00:00,8883.333,0.000,62500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3000.000,0.000,0.000,0.000,0.000
2018-01-03 00:00:00,0.000,20250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 01:00:00,0.000,45000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6600.000,0.000,0.000,0.000,500.000,5550.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 02:00:00,0.000,27000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7500.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 03:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 04:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10533.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48600.000
2018-01-03 05:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97166.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79000.000,0.000,0.000,4533.333,0.000,0.000,0.000,0.000,45000.000
2018-01-03 06:00:00,0.000,0.000,0.000,0.000,0.000,0.000,10350.000,0.000,24800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48500.000,0.000,0.000,0.000,3450.000,0.000,9000.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,80000.000,0.000,2633.333,60083.333,0.000,86133.333,0.000,16250.000,0.000,9450.000,0.000
2018-01-03 07:00:00,0.000,0.000,37500.000,48800.000,3800.000,0.000,69000.000,0.000,62000.000,12833.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97000.000,27533.333,43000.000,0.000,9000.000,2250.000,9000.000,0.000,1200.000,0.000,2000.000,0.000,49600.000,32533.333,61950.000,83333.333,0.000,0.000,85833.333,31516.667,0.000,0.000,75000.000,0.000,81000.000,27000.000
2018-01-03 08:00:00,0.000,0.000,65000.000,57950.000,57000.000,5100.000,39100.000,5200.000,45466.667,110000.000,42283.333,0.000,25133.333,51233.333,0.000,0.000,0.000,1616.667,59000.000,60000.000,0.000,9000.000,15000.000,7950.000,0.000,0.000,0.000,15000.000,0.000,58900.000,61000.000,43050.000,0.000,0.000,0.000,0.000,61000.000,0.000,0.000,30000.000,0.000,24300.000,77400.000
2018-01-03 09:00:00,0.000,0.000,0.000,0.000,39900.000,51000.000,0.000,52000.000,0.000,1833.333,55066.667,0.000,52000.000,49300.000,0.000,0.000,0.000,0.000,15733.333,7000.000,0.000,9000.000,15000.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,12200.000,0.000,0.000,0.000,0.000,0.000,11183.333,0.000,42750.000,0.000,0.000,0.000,0.000
2018-01-03 10:00:00,0.000,0.000,0.000,0.000,0.000,42500.000,0.000,44200.000,0.000,0.000,0.000,10000.000,19933.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,15000.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45000.000,0.000,0.000,0.000,0.000
2018-01-03 11:00:00,8883.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9166.667,0.000,25000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,15000.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,11850.000,0.000,0.000,0.000,17250.000,0.000,0.000,0.000,0.000
2018-01-03 12:00:00,41000.000,21000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106333.333,0.000,10833.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7200.000,15000.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000,79000.000,0.000,0.000,106533.333,0.000,0.000,0.000,0.000,0.000
2018-01-03 13:00:00,41000.000,45000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,8850.000,15000.000,0.000,0.000,0.000,0.000,95000.000,0.000,42133.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 14:00:00,6150.000,30000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8500.000,0.000,0.000,0.000,9000.000,12000.000,0.000,0.000,0.000,0.000,5000.000,0.000,0.000,48066.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 15:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74366.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48066.667,0.000,0.000,0.000,0.000,0.000,0.000,77400.000
2018-01-03 16:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21016.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19800.000
2018-01-03 17:00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33066.667,58666.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61200.000,0.000,38750.000,0.000,31050.000,0.000
2018-01-03 18:00:00,0.000,0.000,0.000,0.000,0.000,0.000,10350.000,0.000,62000.000,49500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53983.333,0.000,0.000,34000.000,0.000,62500.000,0.000,66150.000,0.000
2018-01-03 19:00:00,0.000,0.000,72500.000,49816.667,3800.000,0.000,69000.000,0.000,17566.667,0.000,0.000,0.000,0.000,10633.333,0.000,0.000,0.000,0.000,42283.333,29000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36166.667,38633.333,43050.000,55000.000,0.000,42133.333,0.000,35583.333,0.000,0.000,0.000,0.000,0.000,0.000
2018-01-03 20:00:00,0.000,0.000,75000.000,61000.000,57000.000,32300.000,69000.000,28600.000,0.000,0.000,48183.333,0.000,43333.333,58000.000,0.000,0.000,0.000,74366.667,59000.000,60000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62000.000,61000.000,63000.000,100000.000,0.000,0.000,92700.000,61000.000,0.000,20250.000,0.000,5500.000,0.000,81000.000
