,W11_3,W11_2,W11_1,W11_4
2025-01-27 18:00:00,124189.765625,179287.21875,159452.359375,105975.7734375
2025-01-27 19:00:00,124282.5625,179043.265625,159324.40625,106184.234375
2025-01-27 20:00:00,124713.90625,179149.734375,159545.0,106721.6484375
2025-01-27 21:00:00,126094.8203125,180233.5625,160736.40625,108191.078125
2025-01-27 22:00:00,128476.6484375,182372.109375,162968.390625,110630.4609375
2025-01-27 23:00:00,131541.0625,185263.359375,165934.109375,113713.359375
2025-01-28 00:00:00,135286.21875,188922.125,169643.3125,117430.25
2025-01-28 01:00:00,139422.515625,193070.953125,173814.609375,121486.734375
2025-01-28 02:00:00,143726.4375,197484.046875,178220.125,125657.953125
2025-01-28 03:00:00,147845.46875,201824.609375,182522.71875,129593.9921875
2025-01-28 04:00:00,151554.671875,205850.671875,186482.25,133076.453125
2025-01-28 05:00:00,154915.796875,209612.890625,190152.0625,136174.703125
2025-01-28 06:00:00,157061.5625,212230.28125,192654.609375,138030.25
2025-01-28 07:00:00,156998.09375,212665.015625,192964.046875,137674.4375
2025-01-28 08:00:00,155273.5625,211417.546875,191594.15625,135681.859375
2025-01-28 09:00:00,152111.875,208669.765625,188738.765625,132298.546875
2025-01-28 10:00:00,148229.59375,205106.875,185092.25,128256.2578125
2025-01-28 11:00:00,144473.109375,201566.140625,181495.0625,124403.7578125
2025-01-28 12:00:00,141201.921875,198415.875,178313.578125,121092.8984375
2025-01-28 13:00:00,137681.109375,194930.0,174819.671875,117581.859375
2025-01-28 14:00:00,132753.0,189930.34375,169841.328125,112722.640625
2025-01-28 15:00:00,127477.984375,184450.671875,164420.390625,107587.6875
2025-01-28 16:00:00,123628.2890625,180277.640625,160343.984375,103906.4140625
2025-01-28 17:00:00,121131.4375,177384.15625,157565.46875,101642.15625
2025-01-28 18:00:00,119618.5,175429.6875,155740.1875,100377.546875
2025-01-28 19:00:00,118394.4921875,173734.8125,154184.484375,99409.34375
2025-01-28 20:00:00,117511.7265625,172359.75,152956.75,98785.34375
2025-01-28 21:00:00,117515.046875,171866.265625,152613.4375,99040.875
2025-01-28 22:00:00,118161.90625,172037.546875,152931.0,99920.0859375
2025-01-28 23:00:00,119036.390625,172460.796875,153495.265625,101005.0234375
2025-01-29 00:00:00,120159.0234375,173171.265625,154337.484375,102305.5859375
2025-01-29 01:00:00,121474.5234375,174109.15625,155398.609375,103779.5234375
2025-01-29 02:00:00,123119.9140625,175425.765625,156824.375,105553.2265625
2025-01-29 03:00:00,124971.0,176998.953125,158494.84375,107500.1796875
2025-01-29 04:00:00,127009.890625,178817.6875,160395.3125,109601.1171875
2025-01-29 05:00:00,129085.234375,180734.015625,162376.53125,111704.46875
2025-01-29 06:00:00,130553.125,182098.1875,163789.875,113170.3828125
2025-01-29 07:00:00,130660.6953125,182131.859375,163863.921875,113261.234375
2025-01-29 08:00:00,129780.1015625,181177.296875,162949.1875,112366.3828125
2025-01-29 09:00:00,128103.125,179405.890625,161222.828125,110688.96875
2025-01-29 10:00:00,125340.046875,176506.765625,158377.9375,107952.6171875
2025-01-29 11:00:00,120550.78125,171507.125,153456.578125,103234.515625
2025-01-29 12:00:00,114385.9765625,165003.0625,147065.71875,97208.9453125
2025-01-29 13:00:00,107349.59375,157478.125,139696.71875,90390.921875
2025-01-29 14:00:00,99372.78125,148840.703125,131265.140625,82721.0625
2025-01-29 15:00:00,91591.5625,140221.796875,122900.5,75335.7265625
2025-01-29 16:00:00,86581.3515625,134226.484375,117206.8984375,70789.21875
2025-01-29 17:00:00,82948.2265625,129532.1953125,112839.8046875,67648.359375
2025-01-29 18:00:00,80263.734375,125736.4140625,109388.8359375,65467.98828125
2025-01-29 19:00:00,78123.140625,122454.6796875,106464.40625,63832.5390625
2025-01-29 20:00:00,76500.953125,119675.7109375,104051.4375,62708.90625
2025-01-29 21:00:00,75642.6875,117663.828125,102407.8125,62332.4140625
2025-01-29 22:00:00,75294.7890625,116188.3203125,101297.5859375,62439.9375
2025-01-29 23:00:00,75348.2265625,115147.625,100616.4296875,62918.72265625
2025-01-30 00:00:00,75932.796875,114685.0078125,100503.3671875,63892.390625
2025-01-30 01:00:00,76811.3125,114574.5859375,100728.9765625,65119.49609375
2025-01-30 02:00:00,77902.1796875,114741.484375,101216.0859375,66516.65625
2025-01-30 03:00:00,79164.9921875,115150.3125,101927.421875,68042.6953125
2025-01-30 04:00:00,80563.21875,115768.375,102828.734375,69660.96875
2025-01-30 05:00:00,82067.546875,116568.9296875,103892.09375,71342.6875
2025-01-30 06:00:00,83217.234375,117088.84375,104654.640625,72629.9765625
2025-01-30 07:00:00,83501.2578125,116798.7890625,104591.875,73023.296875
2025-01-30 08:00:00,83326.5390625,116091.3125,104100.0078125,72948.3515625
2025-01-30 09:00:00,82952.28125,115207.734375,103423.875,72655.9765625
2025-01-30 10:00:00,82672.5,114451.3125,102865.90625,72447.625
2025-01-30 11:00:00,82347.3515625,113680.4140625,102283.734375,72183.375
2025-01-30 12:00:00,81962.5625,112877.9296875,101660.7265625,71851.3359375
2025-01-30 13:00:00,81753.4765625,112278.921875,101232.109375,71687.3984375
2025-01-30 14:00:00,81424.4765625,111586.9765625,100701.6953125,71394.0
2025-01-30 15:00:00,80883.3515625,110706.8828125,99974.6015625,70883.796875
2025-01-30 16:00:00,80459.3125,109963.96875,99375.5234375,70488.0
2025-01-30 17:00:00,80470.96875,109680.8046875,99228.875,70521.90625
2025-01-30 18:00:00,80915.3984375,109866.640625,99538.9609375,70976.8984375
2025-01-30 19:00:00,81490.5,110224.6640625,100010.6015625,71545.7421875
2025-01-30 20:00:00,82413.1796875,110973.703125,100855.6796875,72449.21875
2025-01-30 21:00:00,83888.0625,112330.4296875,102290.3984375,73883.578125
2025-01-30 22:00:00,85574.6640625,113955.5546875,103979.15625,75505.0
2025-01-30 23:00:00,87445.7265625,115835.59375,105896.21875,77285.3671875
2025-01-31 00:00:00,89382.359375,117840.71875,107913.4921875,79105.3515625
2025-01-31 01:00:00,91266.3359375,119866.140625,109931.7734375,80857.15625
2025-01-31 02:00:00,93239.984375,122043.6328125,112081.0390625,82666.46875
2025-01-31 03:00:00,95344.6484375,124409.9765625,114397.8203125,84584.96875
2025-01-31 04:00:00,97516.5078125,126914.984375,116831.6640625,86552.3671875
2025-01-31 05:00:00,99669.15625,129459.859375,119284.1171875,88478.1171875
2025-01-31 06:00:00,101275.578125,131513.921875,121225.90625,89840.7421875
2025-01-31 07:00:00,101685.390625,132403.53125,121989.7578125,90002.984375
2025-01-31 08:00:00,101219.296875,132421.9375,121876.6171875,89300.484375
2025-01-31 09:00:00,100182.7890625,131853.890625,121177.25,88049.2421875
2025-01-31 10:00:00,98940.6640625,131047.4765625,120244.4296875,86621.875
2025-01-31 11:00:00,97685.53125,130191.8671875,119269.25,85212.09375
2025-01-31 12:00:00,96689.5546875,129564.9765625,118528.546875,84086.59375
2025-01-31 13:00:00,95975.609375,129193.3046875,118047.4296875,83264.875
2025-01-31 14:00:00,95134.171875,128675.296875,117422.6640625,82334.03125
2025-01-31 15:00:00,94001.40625,127833.2890625,116480.359375,81132.7265625
2025-01-31 16:00:00,93171.640625,127265.53125,115818.6640625,80252.4609375
2025-01-31 17:00:00,93002.59375,127336.375,115800.3125,80045.9375
2025-01-31 18:00:00,93369.0,127944.296875,116318.8359375,80377.8359375
2025-01-31 19:00:00,93758.296875,128571.65625,116854.6796875,80731.875
2025-01-31 20:00:00,94330.6875,129383.296875,117572.984375,81265.84375
2025-01-31 21:00:00,95662.8359375,130968.265625,119060.265625,82553.828125
2025-01-31 22:00:00,97786.96875,133377.21875,121361.703125,84616.421875
2025-01-31 23:00:00,100432.484375,136353.984375,124216.8046875,87175.2578125
2025-02-01 00:00:00,103716.5078125,140029.296875,127752.34375,90340.6953125
2025-02-01 01:00:00,107285.5234375,144060.171875,131622.203125,93754.3984375
2025-02-01 02:00:00,110924.28125,148233.6875,135612.546875,97200.9375
2025-02-01 03:00:00,114608.6015625,152525.46875,139698.828125,100657.359375
2025-02-01 04:00:00,118229.28125,156824.8125,143770.5625,104016.3125
2025-02-01 05:00:00,121697.4140625,161037.8125,147735.0,107192.6640625
2025-02-01 06:00:00,124334.7109375,164479.90625,150908.953125,109513.015625
2025-02-01 07:00:00,125256.140625,166235.6875,152385.046875,110110.46875
2025-02-01 08:00:00,124636.21875,166440.546875,152309.640625,109181.2578125
2025-02-01 09:00:00,122111.921875,164684.078125,150286.109375,106386.9453125
2025-02-01 10:00:00,118415.125,161652.921875,147014.609375,102481.6640625
2025-02-01 11:00:00,115018.671875,158803.953125,143957.4375,98943.609375
2025-02-01 12:00:00,112989.2578125,157223.8125,142196.671875,96824.8359375
2025-02-01 13:00:00,111448.5703125,156058.734375,140870.640625,95232.4921875
2025-02-01 14:00:00,109198.15625,154128.1875,138795.6875,92959.4765625
2025-02-01 15:00:00,106652.8125,151817.203125,136365.9375,90400.5625
2025-02-01 16:00:00,104667.2265625,149990.859375,134442.265625,88467.546875
2025-02-01 17:00:00,103830.46875,149255.140625,133627.75,87706.28125
2025-02-01 18:00:00,104031.8125,149530.859375,133834.328125,87988.5390625
2025-02-01 19:00:00,104560.703125,150125.484375,134364.234375,88594.3515625
2025-02-01 20:00:00,105401.8984375,151030.625,135207.0625,89504.765625
2025-02-01 21:00:00,107090.5625,152795.640625,136908.609375,91247.1875
2025-02-01 22:00:00,109495.0390625,155313.890625,139355.203125,93676.359375
2025-02-01 23:00:00,112131.4765625,158104.59375,142064.421875,96309.515625
2025-02-02 00:00:00,114961.0,161146.234375,145009.984375,99098.125
2025-02-02 01:00:00,117747.265625,164188.234375,147944.671875,101816.2890625
2025-02-02 02:00:00,120446.3046875,167189.65625,150828.703125,104417.2734375
2025-02-02 03:00:00,123080.2421875,170174.359375,153682.359375,106925.6328125
2025-02-02 04:00:00,125640.9453125,173130.96875,156495.640625,109335.546875
2025-02-02 05:00:00,128062.390625,175988.71875,159198.375,111583.5234375
2025-02-02 06:00:00,129466.8828125,177864.84375,160909.890625,112797.984375
2025-02-02 07:00:00,129063.7890625,177932.234375,160812.4375,112208.3515625
2025-02-02 08:00:00,127318.765625,176618.125,159344.09375,110301.3671875
2025-02-02 09:00:00,124825.109375,174486.921875,157077.75,107685.0078125
2025-02-02 10:00:00,121618.890625,171555.3125,154036.125,104404.125
2025-02-02 11:00:00,118471.59375,168584.0625,150983.59375,101234.03125
2025-02-02 12:00:00,116173.3203125,166379.515625,148723.453125,98955.515625
2025-02-02 13:00:00,114295.6328125,164523.4375,146832.84375,97129.15625
2025-02-02 14:00:00,111472.4296875,161658.578125,143952.90625,94387.0625
2025-02-02 15:00:00,108270.1640625,158324.234375,140633.0,91279.0703125
2025-02-02 16:00:00,105775.8359375,155620.109375,137966.234375,88938.34375
2025-02-02 17:00:00,104651.296875,154233.984375,136635.140625,87987.1171875
2025-02-02 18:00:00,104559.8515625,153861.828125,136326.484375,88069.03125
2025-02-02 19:00:00,104700.234375,153717.09375,136249.453125,88375.6953125
2025-02-02 20:00:00,105128.1328125,153861.671875,136464.09375,88959.9140625
2025-02-02 21:00:00,106409.3046875,154876.390625,137546.96875,90379.796875
2025-02-02 22:00:00,108386.46875,156630.5,139359.828125,92463.8828125
2025-02-02 23:00:00,110579.1484375,158643.109375,141421.125,94734.4140625
2025-02-03 00:00:00,113025.8359375,160963.390625,143776.953125,97224.7109375
2025-02-03 01:00:00,115552.4140625,163421.140625,146255.625,99758.703125
2025-02-03 02:00:00,118163.8984375,166017.453125,148862.84375,102343.2265625
2025-02-03 03:00:00,120743.203125,168647.078125,151481.984375,104862.3125
2025-02-03 04:00:00,123133.8984375,171144.625,153953.453125,107163.0703125
2025-02-03 05:00:00,125470.109375,173641.140625,156409.265625,109383.5625
2025-02-03 06:00:00,127020.5859375,175399.546875,158113.71875,110796.6796875
2025-02-03 07:00:00,126872.984375,175475.40625,158130.84375,110507.0859375
2025-02-03 08:00:00,125388.8515625,174193.59375,156795.75,108896.8203125
2025-02-03 09:00:00,123279.40625,172238.421875,154800.484375,106695.0234375
2025-02-03 10:00:00,121163.7890625,170216.015625,152756.484375,104518.4609375
2025-02-03 11:00:00,119327.8046875,168423.046875,150954.890625,102653.1484375
2025-02-03 12:00:00,118276.21875,167373.3125,149908.1875,101595.5234375
2025-02-03 13:00:00,117364.1875,166438.859375,148983.875,100690.5
2025-02-03 14:00:00,115302.9921875,164317.3125,146883.578125,98655.0625
2025-02-03 15:00:00,112765.640625,161655.046875,144261.984375,96177.4765625
2025-02-03 16:00:00,110933.1640625,159645.640625,142308.03125,94431.8125
2025-02-03 17:00:00,110495.875,159004.0625,141730.5,94093.1640625
2025-02-03 18:00:00,111094.4453125,159402.28125,142192.640625,94784.5546875
2025-02-03 19:00:00,111896.0078125,160021.796875,142871.921875,95665.390625
2025-02-03 20:00:00,112835.6796875,160800.84375,143705.71875,96669.9921875
2025-02-03 21:00:00,114633.5859375,162469.953125,145421.09375,98512.8671875
2025-02-03 22:00:00,117136.328125,164903.390625,147884.4375,101024.4921875
2025-02-03 23:00:00,119814.28125,167568.625,150564.078125,103682.59375
2025-02-04 00:00:00,122711.4765625,170522.4375,153517.796875,106519.1953125
2025-02-04 01:00:00,125735.4375,173669.765625,156639.859375,109452.5078125
2025-02-04 02:00:00,128753.640625,176881.84375,159806.046875,112344.8515625
2025-02-04 03:00:00,131556.203125,179944.328125,162802.953125,114990.078125
2025-02-04 04:00:00,134239.671875,182948.53125,165723.0625,117488.703125
2025-02-04 05:00:00,136841.53125,185928.375,168601.03125,119881.1015625
2025-02-04 06:00:00,138477.953125,187992.5625,170547.421875,121288.3515625
2025-02-04 07:00:00,138221.421875,188178.390625,170609.265625,120803.125
2025-02-04 08:00:00,136514.546875,186887.609375,169199.734375,118890.5390625
2025-02-04 09:00:00,134067.484375,184798.5625,167006.265625,116277.2890625
2025-02-04 10:00:00,131536.765625,182554.984375,164676.5,113625.140625
2025-02-04 11:00:00,129310.65625,180545.640625,162599.46875,111320.1484375
2025-02-04 12:00:00,127815.3671875,179209.375,161210.859375,109779.53125
2025-02-04 13:00:00,126011.2890625,177520.484375,159481.390625,107955.40625
2025-02-04 14:00:00,121211.75,172753.578125,154696.703125,103181.296875
2025-02-04 15:00:00,116239.0546875,167692.03125,149654.515625,98304.90625
2025-02-04 16:00:00,112714.9453125,163961.046875,145974.625,94932.765625
2025-02-04 17:00:00,111025.234375,161997.40625,144082.015625,93424.484375
2025-02-04 18:00:00,110929.0625,161606.0,143769.109375,93513.515625
2025-02-04 19:00:00,111395.9609375,161781.390625,144023.515625,94155.734375
2025-02-04 20:00:00,112546.0703125,162656.703125,144974.640625,95464.5625
2025-02-04 21:00:00,114991.4765625,164870.25,147253.328125,98038.359375
2025-02-04 22:00:00,118400.7578125,168119.4375,150548.59375,101531.125
2025-02-04 23:00:00,122223.6640625,171868.03125,154319.921875,105386.6015625
2025-02-05 00:00:00,126129.1640625,175779.859375,158226.640625,109272.1484375
2025-02-05 01:00:00,129797.8125,179554.734375,161973.6875,112871.9140625
2025-02-05 02:00:00,133396.296875,183343.5625,165710.578125,116357.2578125
2025-02-05 03:00:00,136932.0,187152.59375,169443.5,119737.84375
2025-02-05 04:00:00,140267.703125,190841.890625,173033.71875,122877.1171875
2025-02-05 05:00:00,143527.609375,194527.359375,176597.96875,125911.21875
2025-02-05 06:00:00,145843.15625,197333.65625,179262.71875,127972.734375
2025-02-05 07:00:00,146246.8125,198258.140625,180034.859375,128114.53125
2025-02-05 08:00:00,144826.171875,197344.015625,178969.953125,126448.96875
2025-02-05 09:00:00,140942.375,193896.796875,175389.328125,122367.1328125
2025-02-05 10:00:00,135146.828125,188408.625,169802.296875,116450.96875
2025-02-05 11:00:00,128811.5703125,182200.84375,163523.34375,110092.0390625
2025-02-05 12:00:00,123044.9296875,176417.03125,157722.1875,104382.3125
2025-02-05 13:00:00,117269.2890625,170476.171875,151806.65625,98741.578125
2025-02-05 14:00:00,109813.9140625,162696.40625,144099.09375,91503.046875
2025-02-05 15:00:00,101349.421875,153688.390625,135246.265625,83349.734375
2025-02-05 16:00:00,95662.1328125,147316.203125,129043.6015625,78051.75
2025-02-05 17:00:00,92125.8359375,142972.28125,124925.015625,74953.1875
2025-02-05 18:00:00,90133.8515625,140119.453125,122316.6796875,73412.3046875
2025-02-05 19:00:00,88667.5546875,137762.40625,120217.015625,72397.0234375
2025-02-05 20:00:00,87734.9375,135922.75,118643.8203125,71908.140625
2025-02-05 21:00:00,88048.359375,135339.125,118328.1484375,72644.4140625
2025-02-05 22:00:00,89330.34375,135770.671875,119018.859375,74308.6796875
2025-02-05 23:00:00,90920.1953125,136560.078125,120058.0234375,76241.71875
2025-02-06 00:00:00,93024.2421875,137928.015625,121659.953125,78642.53125
2025-02-06 01:00:00,95450.015625,139693.296875,123640.953125,81314.6953125
2025-02-06 02:00:00,98117.0078125,141782.265625,125924.9609375,84176.1015625
2025-02-06 03:00:00,101156.0703125,144332.40625,128647.0859375,87356.109375
2025-02-06 04:00:00,104429.625,147226.453125,131683.90625,90720.1015625
2025-02-06 05:00:00,107710.09375,150214.5,134790.953125,94033.390625
2025-02-06 06:00:00,110292.0078125,152596.953125,137266.796875,96594.7734375
2025-02-06 07:00:00,111268.8125,153436.046875,138182.109375,97520.9765625
2025-02-06 08:00:00,110700.21875,152744.28125,137559.328125,96893.2578125
2025-02-06 09:00:00,107860.390625,149769.640625,134659.0625,94012.0625
2025-02-06 10:00:00,103141.609375,144841.46875,129825.546875,89299.03125
2025-02-06 11:00:00,97531.8828125,138913.84375,124022.5703125,83759.484375
2025-02-06 12:00:00,91848.3984375,132771.96875,118041.8828125,78205.859375
2025-02-06 13:00:00,85513.6875,125880.5703125,111342.765625,72070.796875
2025-02-06 14:00:00,77605.5234375,117261.859375,102961.03125,64444.52734375
2025-02-06 15:00:00,68831.984375,107620.3515625,93604.2265625,56037.375
2025-02-06 16:00:00,63381.2890625,101127.0,87445.1796875,51035.76953125
2025-02-06 17:00:00,60408.57421875,97048.2265625,83721.5234375,48536.62890625
2025-02-06 18:00:00,59204.4140625,94725.5078125,81760.703125,47801.828125
2025-02-06 19:00:00,58909.44140625,93326.546875,80723.578125,47956.5703125
2025-02-06 20:00:00,59547.9375,92900.1015625,80650.4765625,49013.6875
2025-02-06 21:00:00,61504.671875,93861.3984375,81948.2421875,51342.53515625
2025-02-06 22:00:00,64462.76953125,95925.0078125,84322.078125,54611.08203125
2025-02-06 23:00:00,67891.890625,98572.4453125,87249.7890625,58284.37109375
2025-02-07 00:00:00,71784.953125,101807.6640625,90731.5859375,62351.89453125
2025-02-07 01:00:00,75945.5625,105442.9140625,94576.59375,66619.296875
2025-02-07 02:00:00,80239.75,109347.4765625,98652.4609375,70941.328125
2025-02-07 03:00:00,84662.0546875,113517.5625,102954.21875,75322.8125
2025-02-07 04:00:00,89078.8671875,117812.3828125,107335.65625,79632.84375
2025-02-07 05:00:00,93339.9296875,122088.421875,111664.8046875,83726.2421875
2025-02-07 06:00:00,96784.90625,125669.1171875,115263.078125,86950.1953125
2025-02-07 07:00:00,98528.1484375,127636.3203125,117219.53125,88440.375
2025-02-07 08:00:00,98640.9375,128020.3828125,117575.546875,88291.65625
2025-02-07 09:00:00,96455.390625,126103.125,115626.796875,85864.1796875
2025-02-07 10:00:00,92437.1875,122293.34375,111798.046875,81654.0859375
2025-02-07 11:00:00,87947.9921875,117921.7265625,107432.015625,77054.375
2025-02-07 12:00:00,84125.359375,114136.4375,103671.578125,73174.484375
2025-02-07 13:00:00,81177.1015625,111152.3125,100729.6015625,70213.375
2025-02-07 14:00:00,77339.0625,107208.4609375,96848.015625,66406.0546875
2025-02-07 15:00:00,70903.25,100557.203125,90286.5546875,60063.91796875
2025-02-07 16:00:00,67179.5234375,96500.1953125,86350.0859375,56501.47265625
2025-02-07 17:00:00,65390.8828125,94329.578125,84312.4453125,54899.9375
2025-02-07 18:00:00,64750.8359375,93299.453125,83417.4453125,54450.43359375
2025-02-07 19:00:00,64572.5625,92733.9609375,82984.9765625,54457.40234375
2025-02-07 20:00:00,65201.9375,92996.984375,83374.5,55258.421875
2025-02-07 21:00:00,66769.984375,94242.1796875,84733.3203125,56971.6015625
2025-02-07 22:00:00,68938.359375,96151.4609375,86737.46875,59248.85546875
2025-02-07 23:00:00,71445.515625,98470.8828125,89130.671875,61825.2578125
2025-02-08 00:00:00,74452.1875,101371.34375,92080.6953125,64858.01953125
2025-02-08 01:00:00,77905.6953125,104810.2265625,95541.765625,68290.0078125
2025-02-08 02:00:00,81789.8359375,108780.625,99504.03125,72101.5
2025-02-08 03:00:00,85935.25,113120.1796875,103802.7421875,76120.984375
2025-02-08 04:00:00,89849.59375,117336.0234375,107944.6875,79858.078125
2025-02-08 05:00:00,93508.53125,121389.609375,111893.8046875,83290.9921875
2025-02-08 06:00:00,96598.3671875,124970.7109375,115341.6328125,86120.171875
2025-02-08 07:00:00,98355.53125,127277.2109375,117492.90625,87593.7890625
2025-02-08 08:00:00,98826.7734375,128317.421875,118364.9921875,87777.9375
2025-02-08 09:00:00,97347.703125,127408.578125,117287.0390625,86030.6875
2025-02-08 10:00:00,93862.875,124429.625,114153.2890625,82324.875
2025-02-08 11:00:00,89163.7734375,120130.375,109726.4609375,77473.6484375
2025-02-08 12:00:00,84012.703125,115249.5234375,104751.7421875,72247.234375
2025-02-08 13:00:00,78082.5234375,109450.4453125,98896.125,66321.375
2025-02-08 14:00:00,70769.4453125,102103.5,91537.9140625,59103.81640625
2025-02-08 15:00:00,62771.2109375,93902.1484375,83368.421875,51297.359375
2025-02-08 16:00:00,57903.375,88643.9921875,78197.6640625,46708.49609375
2025-02-08 17:00:00,55127.9375,85390.71875,75059.0234375,44249.3125
2025-02-08 18:00:00,53889.90234375,83632.2265625,73429.7890625,43338.58984375
2025-02-08 19:00:00,53409.46484375,82616.640625,72550.171875,43180.70703125
2025-02-08 20:00:00,53645.01171875,82320.78125,72392.1640625,43724.6796875
2025-02-08 21:00:00,54969.2421875,83142.2734375,73346.2109375,45329.78515625
2025-02-08 22:00:00,57073.08984375,84797.5,75121.390625,47674.2109375
2025-02-08 23:00:00,59710.109375,87052.78125,77480.0546875,50506.13671875
2025-02-09 00:00:00,62929.3046875,89971.78125,80481.3828125,53868.3984375
2025-02-09 01:00:00,66470.4296875,93304.9453125,83872.3828125,57496.6796875
2025-02-09 02:00:00,70263.1640625,96988.109375,87586.703125,61319.57421875
2025-02-09 03:00:00,74207.453125,100925.4609375,91526.84375,65221.7421875
2025-02-09 04:00:00,78030.046875,104843.328125,95418.71875,68961.5546875
2025-02-09 05:00:00,81664.0625,108668.8671875,99190.65625,72463.9375
2025-02-09 06:00:00,84631.078125,111915.234375,102357.7109375,75256.53125
2025-02-09 07:00:00,86477.8828125,114105.0390625,104448.84375,76903.2890625
2025-02-09 08:00:00,86935.8359375,114940.890625,105174.4453125,77148.625
2025-02-09 09:00:00,85254.390625,113625.21875,103750.0625,75269.4609375
2025-02-09 10:00:00,82010.7421875,110685.3828125,100717.265625,71870.1953125
2025-02-09 11:00:00,77690.1953125,106574.1796875,96538.3984375,67452.296875
2025-02-09 12:00:00,72779.1484375,101755.828125,91684.5078125,62511.9296875
2025-02-09 13:00:00,67403.2890625,96347.796875,86275.890625,57176.6875
2025-02-09 14:00:00,60974.63671875,89744.4765625,79712.40625,50865.65234375
2025-02-09 15:00:00,54123.0859375,82593.6875,72647.9609375,44272.421875
2025-02-09 16:00:00,49698.078125,77699.5234375,67881.5625,40119.32421875
2025-02-09 17:00:00,47129.84765625,74587.4296875,64920.40625,37863.85546875
2025-02-09 18:00:00,45977.9921875,72857.8515625,63353.9375,37030.84765625
2025-02-09 19:00:00,45508.87109375,71802.0625,62466.49609375,36874.42578125
2025-02-09 20:00:00,45859.6015625,71575.625,62408.9375,37520.6015625
2025-02-09 21:00:00,47562.67578125,72738.359375,63732.23828125,39485.6640625
2025-02-09 22:00:00,49965.16796875,74680.6640625,65817.484375,42100.22265625
2025-02-09 23:00:00,52812.87109375,77128.5625,68390.5,45115.21875
2025-02-10 00:00:00,56294.06640625,80298.5703125,71662.125,48708.86328125
2025-02-10 01:00:00,60436.44921875,84236.671875,75668.4765625,52904.53515625
2025-02-10 02:00:00,65013.37890625,88708.0390625,80178.6015625,57469.02734375
2025-02-10 03:00:00,69372.1328125,93088.640625,84568.59375,61752.59765625
2025-02-10 04:00:00,73635.6484375,97489.5625,88947.0625,65877.28125
2025-02-10 05:00:00,77781.8828125,101878.5625,93282.2421875,69838.3203125
2025-02-10 06:00:00,80946.4765625,105381.5,96703.125,72772.171875
2025-02-10 07:00:00,82568.921875,107407.265625,98625.9453125,74137.625
2025-02-10 08:00:00,83019.9296875,108293.5234375,99397.8203125,74324.3359375
2025-02-10 09:00:00,82429.6953125,108139.1015625,99126.25,73480.2890625
2025-02-10 10:00:00,81807.8203125,107934.7734375,98807.34375,72625.09375
2025-02-10 11:00:00,81511.953125,108038.6328125,98799.25,72115.234375
2025-02-10 12:00:00,81665.6796875,108580.109375,99229.9609375,72070.0390625
2025-02-10 13:00:00,80782.4453125,108080.953125,98620.40625,71000.5
2025-02-10 14:00:00,78273.03125,105906.8984375,96346.203125,68336.5859375
2025-02-10 15:00:00,75857.453125,103762.7421875,94119.40625,65809.6875
2025-02-10 16:00:00,74262.90625,102384.4375,92669.734375,64140.58203125
2025-02-10 17:00:00,74344.3046875,102645.03125,92870.4765625,64165.73828125
2025-02-10 18:00:00,75351.5703125,103837.390625,94000.84375,65114.8359375
2025-02-10 19:00:00,76429.953125,105118.3671875,95214.140625,66125.78125
2025-02-10 20:00:00,77671.0,106581.9609375,96603.8984375,67291.4140625
2025-02-10 21:00:00,79408.890625,108566.390625,98506.890625,68942.765625
2025-02-10 22:00:00,81372.8515625,110811.6328125,100659.3359375,70803.6640625
2025-02-10 23:00:00,83296.1640625,113035.5078125,102797.0,72605.1640625
2025-02-11 00:00:00,85325.0234375,115418.15625,105064.5234375,74496.7421875
2025-02-11 01:00:00,87365.8671875,117846.328125,107366.234375,76379.5546875
2025-02-11 02:00:00,89439.609375,120340.484375,109724.7421875,78283.734375
2025-02-11 03:00:00,91604.5390625,122961.546875,112198.6015625,80263.8203125
2025-02-11 04:00:00,93911.84375,125762.0078125,114839.828125,82370.4609375
2025-02-11 05:00:00,96325.9453125,128712.109375,117617.5859375,84565.296875
2025-02-11 06:00:00,98034.4453125,130992.40625,119711.890625,86041.53125
2025-02-11 07:00:00,98315.1796875,131860.421875,120387.21875,86088.6796875
2025-02-11 08:00:00,97512.3046875,131629.234375,119965.3125,85068.0546875
2025-02-11 09:00:00,96227.7265625,130875.9609375,119030.640625,83583.6484375
2025-02-11 10:00:00,94744.5078125,129871.015625,117857.7734375,81940.6484375
2025-02-11 11:00:00,93307.7265625,128852.5703125,116687.46875,80378.8828125
2025-02-11 12:00:00,92673.890625,128584.2578125,116282.078125,79648.4375
2025-02-11 13:00:00,92464.546875,128684.1875,116252.859375,79357.640625
2025-02-11 14:00:00,91211.296875,127740.453125,115186.7421875,78039.4140625
2025-02-11 15:00:00,89384.84375,126182.9140625,113523.578125,76165.9609375
2025-02-11 16:00:00,88304.15625,125300.828125,112550.9921875,75076.8671875
2025-02-11 17:00:00,88723.296875,125886.140625,113055.640625,75499.15625
2025-02-11 18:00:00,90067.1015625,127400.890625,114489.7109375,76838.984375
2025-02-11 19:00:00,91394.6953125,128914.9609375,115919.46875,78150.2890625
2025-02-11 20:00:00,92977.8984375,130701.2109375,117617.40625,79704.6953125
2025-02-11 21:00:00,95592.9609375,133547.96875,120368.6171875,82271.4765625
2025-02-11 22:00:00,99218.59375,137459.25,124169.8984375,85815.9765625
2025-02-11 23:00:00,103959.4921875,142567.75,129147.0703125,90437.671875
